zip,city,state,state_code,latitude,longitude,timezone
62979,RIDGWAY,ILLINOIS,IL,37.796784,-88.24393,-6
72842,HAVANA,ARKANSAS,AR,35.111397,-93.58735,-6
74637,FAIRFAX,OKLAHOMA,OK,36.577618,-96.69529,-6
75045,GARLAND,TEXAS,TX,32.913695,-96.627131,-6
76464,MORAN,TEXAS,TX,32.57665,-99.18511,-6
67484,TESCOTT,KANSAS,KS,38.998387,-97.83261,-6
87103,ALBUQUERQUE,NEW MEXICO,NM,35.044339,-106.672872,-7
87192,ALBUQUERQUE,NEW MEXICO,NM,35.044339,-106.672872,-7
88130,PORTALES,NEW MEXICO,NM,34.166231,-103.34255,-7
89021,LOGANDALE,NEVADA,NV,36.616546,-114.47184,-8
78299,SAN ANTONIO,TEXAS,TX,29.437532,-98.461582,-6
98263,LYMAN,WASHINGTON,WA,48.534462,-122.058644,-8
95659,NICOLAUS,CALIFORNIA,CA,38.868919,-121.56398,-8
42087,WICKLIFFE,KENTUCKY,KY,36.96575,-89.0324,-6
48048,NEW HAVEN,MICHIGAN,MI,42.739751,-82.79758,-5
48506,FLINT,MICHIGAN,MI,43.047826,-83.64688,-5
45222,CINCINNATI,OHIO,OH,39.166759,-84.53822,-5
46624,SOUTH BEND,INDIANA,IN,41.733223,-86.283278,-5
97136,ROCKAWAY BEACH,OREGON,OR,45.620062,-123.93449,-8
53596,SUN PRAIRIE,WISCONSIN,WI,43.192403,-89.26288,-6
54854,MAPLE,WISCONSIN,WI,46.626518,-91.6952,-6
36467,OPP,ALABAMA,AL,31.280048,-86.25484,-6
38163,MEMPHIS,TENNESSEE,TN,35.201738,-89.971538,-6
16116,EDINBURG,PENNSYLVANIA,PA,41.025132,-80.45756,-5
7922,BERKELEY HEIGHTS,NEW JERSEY,NJ,40.675112,-74.43459,-5
8245,SOUTH DENNIS,NEW JERSEY,NJ,39.176208,-74.81723,-5
11439,JAMAICA,NEW YORK,NY,40.722008,-73.790822,-5
12459,NEW KINGSTON,NEW YORK,NY,42.227987,-74.68912,-5
12965,NICHOLVILLE,NEW YORK,NY,44.698253,-74.68843,-5
13065,FAYETTE,NEW YORK,NY,42.822662,-76.80197,-5
26276,KERENS,WEST VIRGINIA,WV,39.019639,-79.74614,-5
785,GUAYAMA,PUERTO RICO,PR,18.018822,-66.795603,-4
2072,STOUGHTON,MASSACHUSETTS,MA,42.125432,-71.10627,-5
2446,BROOKLINE,MASSACHUSETTS,MA,42.344747,-71.12141,-5
99833,PETERSBURG,ALASKA,AK,56.784206,-132.97354,-9
76262,ROANOKE,TEXAS,TX,33.000177,-97.21871,-6
77236,HOUSTON,TEXAS,TX,29.83399,-95.434241,-6
81327,LEWIS,COLORADO,CO,37.534825,-108.65188,-7
83850,PINEHURST,IDAHO,ID,47.512203,-116.24128,-8
65260,JACKSONVILLE,MISSOURI,MO,39.580455,-92.41023,-6
66733,ERIE,KANSAS,KS,37.594166,-95.24755,-6
67480,SOLOMON,KANSAS,KS,38.950725,-97.39924,-6
89030,NORTH LAS VEGAS,NEVADA,NV,36.206419,-115.12318,-8
89801,ELKO,NEVADA,NV,40.883028,-115.75016,-8
79363,SHALLOWATER,TEXAS,TX,33.701024,-102.01948,-6
72376,PROCTOR,ARKANSAS,AR,35.102775,-90.31884,-6
73029,CYRIL,OKLAHOMA,OK,34.907566,-98.19738,-6
90747,CARSON,CALIFORNIA,CA,33.867138,-118.253825,-8
91393,NORTH HILLS,CALIFORNIA,CA,33.786594,-118.298662,-8
6926,STAMFORD,CONNECTICUT,CT,41.041197,-73.538567,-5
8535,PERRINEVILLE,NEW JERSEY,NJ,40.228497,-74.45064,-5
10002,NEW YORK,NEW YORK,NY,40.71704,-73.987,-5
10090,NEW YORK,NEW YORK,NY,40.780751,-73.977182,-5
10156,NEW YORK,NEW YORK,NY,40.780751,-73.977182,-5
10184,NEW YORK,NEW YORK,NY,40.780751,-73.977182,-5
212,PORTSMOUTH,NEW HAMPSHIRE,NH,43.005895,-71.013202,-5
634,CAYEY,PUERTO RICO,PR,18.111528,-66.177083,-4
693,VEGA BAJA,PUERTO RICO,PR,18.440667,-66.3921,-4
1531,NEW BRAINTREE,MASSACHUSETTS,MA,42.317121,-72.12248,-5
2127,BOSTON,MASSACHUSETTS,MA,42.33499,-71.04562,-5
2456,NEW TOWN,MASSACHUSETTS,MA,42.446396,-71.459405,-5
65320,ARROW ROCK,MISSOURI,MO,39.070941,-92.94664,-6
66935,BELLEVILLE,KANSAS,KS,39.824657,-97.62881,-6
52314,MOUNT VERNON,IOWA,IA,41.929178,-91.43684,-6
37024,BRENTWOOD,TENNESSEE,TN,35.874553,-86.907565,-6
37376,SHERWOOD,TENNESSEE,TN,35.060787,-85.92217,-6
37730,EAGAN,TENNESSEE,TN,36.553851,-83.97503,-5
21215,BALTIMORE,MARYLAND,MD,39.345456,-76.68038,-5
21681,RIDGELY,MARYLAND,MD,38.88927,-75.861191,-5
23530,NORFOLK,VIRGINIA,VA,36.931166,-76.23972,-5
43988,SCIO,OHIO,OH,40.405788,-81.10432,-5
98012,BOTHELL,WASHINGTON,WA,47.84311,-122.20457,-8
98106,SEATTLE,WASHINGTON,WA,47.53282,-122.35443,-8
99113,COLTON,WASHINGTON,WA,46.577614,-117.16133,-8
99690,NIGHTMUTE,ALASKA,AK,60.527618,-164.81976,-9
56626,BENA,MINNESOTA,MN,47.340327,-94.245,-6
60598,AURORA,ILLINOIS,IL,41.839679,-88.088716,-6
62022,DOW,ILLINOIS,IL,38.997296,-90.3405,-6
62339,GOLDEN,ILLINOIS,IL,40.112726,-91.02632,-6
48910,LANSING,MICHIGAN,MI,42.704435,-84.54915,-5
44308,AKRON,OHIO,OH,41.081755,-81.51813,-5
49929,GREENLAND,MICHIGAN,MI,46.780926,-89.09762,-5
50602,ALLISON,IOWA,IA,42.74806,-92.80277,-6
41055,MAYSLICK,KENTUCKY,KY,38.52217,-83.85894,-5
43054,NEW ALBANY,OHIO,OH,40.080252,-82.82462,-5
35077,HANCEVILLE,ALABAMA,AL,34.043589,-86.80644,-6
36087,TUSKEGEE INSTITUTE,ALABAMA,AL,32.40926,-85.738032,-6
40403,BEREA,KENTUCKY,KY,37.575568,-84.27767,-5
97106,BANKS,OREGON,OR,45.644591,-123.12811,-8
4672,SALSBURY COVE,MAINE,ME,44.430435,-68.2849,-5
823,CHRISTIANSTED,VIRGIN ISLANDS,VI,17.734211,-64.734694,-4
1477,WINCHENDON SPRINGS,MASSACHUSETTS,MA,42.364807,-71.896868,-5
47949,HILLSBORO,INDIANA,IN,40.072123,-87.13698,-5
48933,LANSING,MICHIGAN,MI,42.731885,-84.55492,-5
23523,NORFOLK,VIRGINIA,VA,36.830936,-76.27354,-5
28662,PINEOLA,NORTH CAROLINA,NC,36.023359,-81.84888,-5
29044,EASTOVER,SOUTH CAROLINA,SC,33.911025,-80.70157,-5
30368,ATLANTA,GEORGIA,GA,33.844371,-84.47405,-5
33944,PALMDALE,FLORIDA,FL,26.95925,-81.31568,-5
36079,TROY,ALABAMA,AL,31.780847,-85.992,-6
19002,AMBLER,PENNSYLVANIA,PA,40.169608,-75.21158,-5
19088,WAYNE,PENNSYLVANIA,PA,39.934047,-75.405987,-5
23954,MEHERRIN,VIRGINIA,VA,37.097705,-78.37823,-5
24011,ROANOKE,VIRGINIA,VA,37.270637,-79.94155,-5
41240,PAINTSVILLE,KENTUCKY,KY,37.823275,-82.78167,-5
32247,JACKSONVILLE,FLORIDA,FL,30.34494,-81.683107,-5
32436,WEWAHITCHKA,FLORIDA,FL,30.110171,-85.198431,-6
32463,WAUSAU,FLORIDA,FL,30.631345,-85.58981,-6
32511,PENSACOLA,FLORIDA,FL,30.61428,-87.275772,-6
32759,OAK HILL,FLORIDA,FL,28.868986,-80.85374,-5
33428,BOCA RATON,FLORIDA,FL,26.348354,-80.21841,-5
26817,BLOOMERY,WEST VIRGINIA,WV,39.344466,-78.38374,-5
49959,RAMSAY,MICHIGAN,MI,46.470746,-89.99603,-6
50561,LYTTON,IOWA,IA,42.417882,-94.85098,-6
53119,EAGLE,WISCONSIN,WI,42.881035,-88.47117,-6
56448,FIFTY LAKES,MINNESOTA,MN,46.747211,-94.07246,-6
58300,POPLAR GROVE,NORTH DAKOTA,ND,48.10066,-98.984266,-6
60470,RANSOM,ILLINOIS,IL,41.169068,-88.6494,-6
44640,LIMAVILLE,OHIO,OH,40.983308,-81.14682,-5
47231,DUPONT,INDIANA,IN,38.8937,-85.5097,-5
67021,BYERS,KANSAS,KS,37.784193,-98.89486,-6
67519,BELPRE,KANSAS,KS,37.947324,-99.10017,-6
68833,DUNNING,NEBRASKA,NE,41.824292,-100.15245,-6
64637,COWGILL,MISSOURI,MO,39.575445,-93.91742,-6
47801,TERRE HAUTE,INDIANA,IN,39.433602,-87.410094,-5
47918,ATTICA,INDIANA,IN,40.294316,-87.21957,-5
61607,PEORIA,ILLINOIS,IL,40.642049,-89.67147,-6
97709,BEND,OREGON,OR,44.001834,-120.94952,-8
32854,ORLANDO,FLORIDA,FL,28.566338,-81.260818,-5
32964,VERO BEACH,FLORIDA,FL,27.709049,-80.572557,-5
14008,APPLETON,NEW YORK,NY,43.318768,-78.63328,-5
14127,ORCHARD PARK,NEW YORK,NY,42.759917,-78.75294,-5
5604,MONTPELIER,VERMONT,VT,44.259518,-72.585018,-5
6033,GLASTONBURY,CONNECTICUT,CT,41.707932,-72.57085,-5
705,AIBONITO,PUERTO RICO,PR,18.12942,-66.26541,-4
33877,WAVERLY,FLORIDA,FL,27.982891,-81.61743,-5
35298,BIRMINGHAM,ALABAMA,AL,33.544622,-86.929208,-6
36874,SALEM,ALABAMA,AL,32.587751,-85.18539,-6
37246,NASHVILLE,TENNESSEE,TN,36.158606,-86.789998,-6
98168,SEATTLE,WASHINGTON,WA,47.491327,-122.3027,-8
56662,OUTING,MINNESOTA,MN,46.850438,-93.94081,-6
78802,UVALDE,TEXAS,TX,29.223697,-99.779351,-6
94620,PIEDMONT,CALIFORNIA,CA,37.680181,-121.921498,-8
66027,FORT LEAVENWORTH,KANSAS,KS,39.348031,-94.93177,-6
61073,ROSCOE,ILLINOIS,IL,42.419097,-89.00407,-6
61825,CHAMPAIGN,ILLINOIS,IL,40.139946,-88.196102,-6
49565,NEWKIRK,MICHIGAN,MI,44.115429,-85.78338,-5
49635,FRANKFORT,MICHIGAN,MI,44.631,-86.21484,-5
53523,CAMBRIDGE,WISCONSIN,WI,42.99273,-89.02274,-6
53704,MADISON,WISCONSIN,WI,43.121416,-89.34968,-6
54855,MARENGO,WISCONSIN,WI,46.396053,-90.81506,-6
58275,REYNOLDS,NORTH DAKOTA,ND,47.67933,-97.121,-6
63011,BALLWIN,MISSOURI,MO,38.601403,-90.55209,-6
64072,MISSOURI CITY,MISSOURI,MO,39.237332,-94.29621,-6
71045,JAMESTOWN,LOUISIANA,LA,32.342739,-93.16075,-6
78419,CORPUS CHRISTI,TEXAS,TX,27.723611,-97.380884,-6
79248,PADUCAH,TEXAS,TX,34.006473,-100.21246,-6
91121,PASADENA,CALIFORNIA,CA,33.786594,-118.298662,-8
92234,CATHEDRAL CITY,CALIFORNIA,CA,33.807761,-116.46473,-8
93199,GOLETA,CALIFORNIA,CA,34.262834,-119.848555,-8
76571,SALADO,TEXAS,TX,30.955509,-97.56503,-6
56145,JEFFERS,MINNESOTA,MN,44.057605,-95.18517,-6
58475,PETTIBONE,NORTH DAKOTA,ND,47.149515,-99.566,-6
59349,TERRY,MONTANA,MT,46.897901,-105.46339,-7
59461,LOTHAIR,MONTANA,MT,48.609072,-111.731852,-7
60055,PALATINE,ILLINOIS,IL,42.097976,-88.014072,-6
72829,CENTERVILLE,ARKANSAS,AR,35.110131,-93.17279,-6
73144,OKLAHOMA CITY,OKLAHOMA,OK,35.551409,-97.407537,-6
49674,OMENA,MICHIGAN,MI,45.066568,-85.597374,-5
50238,RUSSELL,IOWA,IA,40.962051,-93.18373,-6
51565,PORTSMOUTH,IOWA,IA,41.650114,-95.52275,-6
53408,RACINE,WISCONSIN,WI,42.727153,-87.675979,-6
62682,SAN JOSE,ILLINOIS,IL,40.29916,-89.60101,-6
63468,SHELBINA,MISSOURI,MO,39.677131,-92.01662,-6
66041,LANCASTER,KANSAS,KS,39.589832,-95.31425,-6
67360,PERU,KANSAS,KS,37.074399,-96.09053,-6
68370,HEBRON,NEBRASKA,NE,40.154291,-97.54895,-6
68748,MADISON,NEBRASKA,NE,41.836046,-97.45212,-6
54728,CHETEK,WISCONSIN,WI,45.312195,-91.64173,-6
55987,WINONA,MINNESOTA,MN,44.033867,-91.65106,-6
55990,WYKOFF,MINNESOTA,MN,43.714071,-92.26493,-6
70441,GREENSBURG,LOUISIANA,LA,30.867259,-90.74688,-6
71676,WILMOT,ARKANSAS,AR,33.059255,-91.55866,-6
81157,PAGOSA SPRINGS,COLORADO,CO,37.270438,-107.093153,-7
84324,MANTUA,UTAH,UT,41.492466,-111.94275,-7
85636,SIERRA VISTA,ARIZONA,AZ,31.668685,-110.280111,-7
78203,SAN ANTONIO,TEXAS,TX,29.414983,-98.46239,-6
96898,WAKE ISLAND,HAWAII,HI,24.859832,-168.021815,-10
97861,MIKKALO,OREGON,OR,45.438822,-120.206698,-8
94623,OAKLAND,CALIFORNIA,CA,37.680181,-121.921498,-8
99811,JUNEAU,ALASKA,AK,58.38348,-134.197786,-9
29002,BALLENTINE,SOUTH CAROLINA,SC,34.126535,-81.234811,-5
30013,CONYERS,GEORGIA,GA,33.633685,-83.98382,-5
30064,MARIETTA,GEORGIA,GA,33.946735,-84.602,-5
30359,ATLANTA,GEORGIA,GA,33.891251,-84.07456,-5
31647,SPARKS,GEORGIA,GA,31.183567,-83.43559,-5
36008,BOOTH,ALABAMA,AL,32.501649,-86.572711,-6
39144,PATTISON,MISSISSIPPI,MS,31.834496,-90.80341,-6
39643,KOKOMO,MISSISSIPPI,MS,31.231448,-90.02263,-6
45243,CINCINNATI,OHIO,OH,39.18466,-84.36014,-5
47352,LEWISVILLE,INDIANA,IN,39.802646,-85.35541,-5
94508,ANGWIN,CALIFORNIA,CA,38.568307,-122.45084,-8
97410,AZALEA,OREGON,OR,42.790958,-123.14894,-8
97458,MYRTLE POINT,OREGON,OR,43.075356,-124.05682,-8
86436,TOPOCK,ARIZONA,AZ,34.782526,-114.4663,-7
97477,SPRINGFIELD,OREGON,OR,44.061057,-123.01769,-8
99780,TOK,ALASKA,AK,63.341767,-142.93704,-9
54489,VESPER,WISCONSIN,WI,44.456798,-89.99623,-6
43318,DE GRAFF,OHIO,OH,40.314099,-83.91041,-5
32931,COCOA BEACH,FLORIDA,FL,28.326985,-80.61119,-5
33304,FORT LAUDERDALE,FLORIDA,FL,26.137693,-80.12646,-5
34682,PALM HARBOR,FLORIDA,FL,27.891809,-82.724763,-5
48042,MACOMB,MICHIGAN,MI,42.68347,-82.92958,-5
49974,PICKFORD,MICHIGAN,MI,46.158139,-84.361116,-5
30683,WINTERVILLE,GEORGIA,GA,33.954047,-83.2673,-5
32147,HOLLISTER,FLORIDA,FL,29.634649,-81.80743,-5
37030,CARTHAGE,TENNESSEE,TN,36.264959,-85.94893,-6
38686,WALLS,MISSISSIPPI,MS,34.875277,-89.991991,-6
46626,SOUTH BEND,INDIANA,IN,41.677397,-86.252506,-5
78216,SAN ANTONIO,TEXAS,TX,29.528515,-98.49219,-6
80250,DENVER,COLORADO,CO,39.738752,-104.408349,-7
81329,MARVEL,COLORADO,CO,37.092605,-108.125194,-7
82001,CHEYENNE,WYOMING,WY,41.141281,-104.80208,-7
60955,ONARGA,ILLINOIS,IL,40.706634,-87.99624,-6
61951,SULLIVAN,ILLINOIS,IL,39.582494,-88.6021,-6
62434,INGRAHAM,ILLINOIS,IL,38.835884,-88.33505,-6
71941,DONALDSON,ARKANSAS,AR,34.254277,-92.95971,-6
72128,POYEN,ARKANSAS,AR,34.32012,-92.63984,-6
72340,GOODWIN,ARKANSAS,AR,34.935463,-91.02712,-6
74102,TULSA,OKLAHOMA,OK,36.063095,-95.804231,-6
69350,HYANNIS,NEBRASKA,NE,41.926792,-101.73705,-7
88556,EL PASO,TEXAS,TX,31.694842,-106.299987,-7
89159,LAS VEGAS,NEVADA,NV,35.927901,-114.972061,-8
99712,FAIRBANKS,ALASKA,AK,64.926041,-147.49573,-9
17878,STILLWATER,PENNSYLVANIA,PA,41.170314,-76.33154,-5
18323,BUCK HILL FALLS,PENNSYLVANIA,PA,41.198247,-75.27298,-5
18812,BRACKNEY,PENNSYLVANIA,PA,41.964875,-75.95528,-5
2370,ROCKLAND,MASSACHUSETTS,MA,42.129513,-70.91189,-5
4086,TOPSHAM,MAINE,ME,43.94674,-69.96163,-5
5681,WOODBURY,VERMONT,VT,44.457481,-72.40659,-5
6857,NORWALK,CONNECTICUT,CT,41.308873,-73.363661,-5
7704,FAIR HAVEN,NEW JERSEY,NJ,40.360581,-74.03738,-5
12768,PARKSVILLE,NEW YORK,NY,41.864326,-74.72961,-5
14893,WAYNE,NEW YORK,NY,42.474143,-77.097713,-5
7980,STIRLING,NEW JERSEY,NJ,40.672968,-74.49171,-5
11221,BROOKLYN,NEW YORK,NY,40.691234,-73.92637,-5
1030,FEEDING HILLS,MASSACHUSETTS,MA,42.070774,-72.67248,-5
1605,WORCESTER,MASSACHUSETTS,MA,42.286543,-71.78846,-5
39080,HARPERVILLE,MISSISSIPPI,MS,32.492533,-89.494585,-6
26507,MORGANTOWN,WEST VIRGINIA,WV,39.680786,-79.836473,-5
27549,LOUISBURG,NORTH CAROLINA,NC,36.062239,-78.24953,-5
27703,DURHAM,NORTH CAROLINA,NC,35.966431,-78.83969,-5
28078,HUNTERSVILLE,NORTH CAROLINA,NC,35.409544,-80.86362,-5
33076,POMPANO BEACH,FLORIDA,FL,26.30116,-80.2731,-5
54161,POUND,WISCONSIN,WI,45.116325,-88.16811,-6
65635,DADEVILLE,MISSOURI,MO,37.508827,-93.70554,-6
65673,HOLLISTER,MISSOURI,MO,36.617892,-93.216187,-6
66092,WELLSVILLE,KANSAS,KS,38.698415,-95.10414,-6
68508,LINCOLN,NEBRASKA,NE,40.814191,-96.70744,-6
69103,NORTH PLATTE,NEBRASKA,NE,41.046447,-100.746912,-6
56367,RICE,MINNESOTA,MN,45.745266,-94.18176,-6
56455,IRONTON,MINNESOTA,MN,46.483523,-93.99978,-6
57379,VIRGIL,SOUTH DAKOTA,SD,44.276539,-98.52872,-6
58126,FARGO,NORTH DAKOTA,ND,46.934596,-97.229718,-6
48150,LIVONIA,MICHIGAN,MI,42.365936,-83.36513,-5
70394,RACELAND,LOUISIANA,LA,29.715302,-90.6097,-6
55604,GRAND MARAIS,MINNESOTA,MN,47.939037,-90.54659,-6
55753,KEEWATIN,MINNESOTA,MN,47.39654,-93.07651,-6
73112,OKLAHOMA CITY,OKLAHOMA,OK,35.517857,-97.57284,-6
73843,GAGE,OKLAHOMA,OK,36.41954,-99.84131,-6
76055,ITASCA,TEXAS,TX,32.157903,-97.15014,-6
76109,FORT WORTH,TEXAS,TX,32.699565,-97.37808,-6
45641,MORGAN,OHIO,OH,38.967813,-82.220469,-5
55110,SAINT PAUL,MINNESOTA,MN,45.081266,-93.01146,-6
53943,LOGANVILLE,WISCONSIN,WI,43.401354,-90.04308,-6
55013,CHISAGO CITY,MINNESOTA,MN,45.365164,-92.88864,-6
37091,LEWISBURG,TENNESSEE,TN,35.461359,-86.7792,-6
39302,MERIDIAN,MISSISSIPPI,MS,32.431958,-88.641888,-6
40216,LOUISVILLE,KENTUCKY,KY,38.188886,-85.83137,-5
30311,ATLANTA,GEORGIA,GA,33.724907,-84.47131,-5
31408,SAVANNAH,GEORGIA,GA,32.106705,-81.16915,-5
31914,COLUMBUS,GEORGIA,GA,32.491005,-84.874123,-5
33775,SEMINOLE,FLORIDA,FL,27.891809,-82.724763,-5
46991,VAN BUREN,INDIANA,IN,40.620755,-85.50548,-5
47469,WEST BADEN SPRINGS,INDIANA,IN,38.584248,-86.61296,-5
35123,PALMERDALE,ALABAMA,AL,33.544622,-86.929208,-6
40995,TROSPER,KENTUCKY,KY,36.78737,-83.81508,-5
43445,MARTIN,OHIO,OH,41.596682,-83.28985,-5
48609,SAGINAW,MICHIGAN,MI,43.40153,-84.09438,-5
48908,LANSING,MICHIGAN,MI,42.596071,-84.838206,-5
28622,ELK PARK,NORTH CAROLINA,NC,36.17893,-81.95958,-5
29103,MAYESVILLE,SOUTH CAROLINA,SC,33.989924,-80.208361,-5
29104,MAYESVILLE,SOUTH CAROLINA,SC,34.000732,-80.2136,-5
29384,WATERLOO,SOUTH CAROLINA,SC,34.323605,-82.08325,-5
49962,SKANEE,MICHIGAN,MI,46.877,-88.17166,-5
50043,BUCKEYE,IOWA,IA,42.417866,-93.375544,-6
50402,MASON CITY,IOWA,IA,43.081604,-93.260879,-6
50648,JESUP,IOWA,IA,42.453206,-92.09319,-6
14821,CAMPBELL,NEW YORK,NY,42.235058,-77.20491,-5
15274,PITTSBURGH,PENNSYLVANIA,PA,40.434436,-80.024817,-5
6025,EAST GLASTONBURY,CONNECTICUT,CT,41.688896,-72.534482,-5
6408,CHESHIRE,CONNECTICUT,CT,41.365709,-72.927507,-5
7722,COLTS NECK,NEW JERSEY,NJ,40.300226,-74.18306,-5
23503,NORFOLK,VIRGINIA,VA,36.942947,-76.2547,-5
21916,CHILDS,MARYLAND,MD,39.541512,-75.999972,-5
8248,STRATHMERE,NEW JERSEY,NJ,39.197394,-74.65699,-5
10046,NEW YORK,NEW YORK,NY,40.780751,-73.977182,-5
60531,LELAND,ILLINOIS,IL,41.620636,-88.78895,-6
60631,CHICAGO,ILLINOIS,IL,41.99623,-87.81091,-6
62282,SAINT LIBORY,ILLINOIS,IL,38.363228,-89.713921,-6
62355,NEBO,ILLINOIS,IL,39.440654,-90.77809,-6
77279,HOUSTON,TEXAS,TX,29.83399,-95.434241,-6
39175,UTICA,MISSISSIPPI,MS,32.105647,-90.61749,-6
39482,SUMRALL,MISSISSIPPI,MS,31.376358,-89.58558,-6
39750,MABEN,MISSISSIPPI,MS,33.596326,-89.07609,-6
47398,HARTFORD CITY,INDIANA,IN,40.461432,-85.377969,-5
49442,MUSKEGON,MICHIGAN,MI,43.232615,-86.1955,-5
51528,DOW CITY,IOWA,IA,41.927255,-95.49821,-6
53129,GREENDALE,WISCONSIN,WI,42.937448,-87.99839,-6
27592,WILLOW SPRING,NORTH CAROLINA,NC,35.554891,-78.67038,-5
32202,JACKSONVILLE,FLORIDA,FL,30.328539,-81.65101,-5
22229,ARLINGTON,VIRGINIA,VA,38.880811,-77.11295,-5
22230,ARLINGTON,VIRGINIA,VA,38.87972,-77.110817,-5
28739,HENDERSONVILLE,NORTH CAROLINA,NC,35.290454,-82.50652,-5
91337,RESEDA,CALIFORNIA,CA,33.786594,-118.298662,-8
91387,SANTA CLARITA,CALIFORNIA,CA,34.421537,-118.419181,-8
91499,VAN NUYS,CALIFORNIA,CA,33.786594,-118.298662,-8
91722,COVINA,CALIFORNIA,CA,34.097708,-117.90698,-8
90232,CULVER CITY,CALIFORNIA,CA,34.021611,-118.39168,-8
95157,SAN JOSE,CALIFORNIA,CA,37.189396,-121.705327,-8
96088,SHINGLETOWN,CALIFORNIA,CA,40.504853,-121.83501,-8
84606,PROVO,UTAH,UT,40.226302,-111.64439,-7
84644,MEADOW,UTAH,UT,39.06433,-113.032141,-7
85332,CONGRESS,ARIZONA,AZ,34.177939,-112.9307,-7
85728,TUCSON,ARIZONA,AZ,31.970131,-111.890713,-7
98291,SNOHOMISH,WASHINGTON,WA,47.909511,-122.050108,-8
98401,TACOMA,WASHINGTON,WA,47.253671,-122.444335,-8
99578,EEK,ALASKA,AK,60.214239,-162.03799,-9
97283,PORTLAND,OREGON,OR,45.580557,-122.374776,-8
10033,NEW YORK,NEW YORK,NY,40.848764,-73.93496,-5
11096,INWOOD,NEW YORK,NY,40.618206,-73.74762,-5
11302,NEW YORK,NEW YORK,NY,40.75945,-73.715016,-5
6332,CENTRAL VILLAGE,CONNECTICUT,CT,41.725694,-71.909019,-5
1066,NORTH HATFIELD,MASSACHUSETTS,MA,42.406697,-72.633901,-5
25201,TAD,WEST VIRGINIA,WV,38.296818,-81.554655,-5
33674,TAMPA,FLORIDA,FL,27.871964,-82.438841,-5
36105,MONTGOMERY,ALABAMA,AL,32.30234,-86.30504,-6
36301,DOTHAN,ALABAMA,AL,31.180076,-85.4045,-6
30546,HIAWASSEE,GEORGIA,GA,34.923847,-83.7231,-5
31743,DE SOTO,GEORGIA,GA,31.930451,-84.02921,-5
31995,FORT BENNING,GEORGIA,GA,32.495841,-84.963981,-5
32053,JENNINGS,FLORIDA,FL,30.581517,-83.13841,-5
29438,EDISTO ISLAND,SOUTH CAROLINA,SC,32.542343,-80.31682,-5
24218,BEN HUR,VIRGINIA,VA,36.733931,-83.0635,-5
79366,RANSOM CANYON,TEXAS,TX,33.531908,-101.69479,-6
80011,AURORA,COLORADO,CO,39.739737,-104.80905,-7
82941,PINEDALE,WYOMING,WY,42.874606,-109.85694,-7
72136,ROMANCE,ARKANSAS,AR,35.230036,-92.01106,-6
95352,MODESTO,CALIFORNIA,CA,37.60396,-120.937052,-8
95377,TRACY,CALIFORNIA,CA,37.72374,-121.447131,-8
95698,ZAMORA,CALIFORNIA,CA,38.782731,-121.89811,-8
89128,LAS VEGAS,NEVADA,NV,36.193501,-115.265,-8
98466,TACOMA,WASHINGTON,WA,47.230402,-122.53272,-8
76064,MAYPEARL,TEXAS,TX,32.307456,-97.02761,-6
83726,BOISE,IDAHO,ID,43.459855,-116.243984,-7
76206,DENTON,TEXAS,TX,33.169379,-97.150558,-6
42457,SMITH MILLS,KENTUCKY,KY,37.801347,-87.76586,-6
42653,WHITLEY CITY,KENTUCKY,KY,36.772507,-84.47785,-5
43615,TOLEDO,OHIO,OH,41.6522,-83.67037,-5
60566,NAPERVILLE,ILLINOIS,IL,41.839679,-88.088716,-6
60672,CHICAGO,ILLINOIS,IL,41.811929,-87.68732,-6
60964,SAINT ANNE,ILLINOIS,IL,41.045785,-87.68963,-6
63371,PAYNESVILLE,MISSOURI,MO,39.25597,-90.883751,-6
63565,UNIONVILLE,MISSOURI,MO,40.472841,-92.97298,-6
54420,CHILI,WISCONSIN,WI,44.619487,-90.36605,-6
55981,WABASHA,MINNESOTA,MN,44.374261,-92.04204,-6
56051,KIESTER,MINNESOTA,MN,43.535709,-93.71308,-6
46563,PLYMOUTH,INDIANA,IN,41.347159,-86.32023,-5
1520,HOLDEN,MASSACHUSETTS,MA,42.338962,-71.84434,-5
68070,WESTON,NEBRASKA,NE,41.200338,-96.78359,-6
68106,OMAHA,NEBRASKA,NE,41.242313,-95.99897,-6
59837,HALL,MONTANA,MT,46.522136,-113.29281,-7
63119,SAINT LOUIS,MISSOURI,MO,38.590652,-90.35168,-6
72704,FAYETTEVILLE,ARKANSAS,AR,36.096998,-94.2486,-6
73838,CHESTER,OKLAHOMA,OK,36.253795,-98.89818,-6
70199,NEW ORLEANS,LOUISIANA,LA,29.987528,-90.079501,-6
70434,COVINGTON,LOUISIANA,LA,30.492753,-90.125666,-6
79234,FLOMOT,TEXAS,TX,34.241416,-100.93789,-6
92679,TRABUCO CANYON,CALIFORNIA,CA,33.639227,-117.58518,-8
89831,MOUNTAIN CITY,NEVADA,NV,41.796309,-116.05489,-8
90009,LOS ANGELES,CALIFORNIA,CA,33.786594,-118.298662,-8
99653,PORT ALSWORTH,ALASKA,AK,60.102331,-154.55708,-9
38321,CEDAR GROVE,TENNESSEE,TN,35.844195,-88.5322,-6
38625,DUMAS,MISSISSIPPI,MS,34.597573,-88.83252,-6
38944,MINTER CITY,MISSISSIPPI,MS,33.763479,-90.32393,-6
